,price,Address,area,latitude,longitude,Bedrooms,Bathrooms,Balcony,Status,neworold,parking,Furnished_status,Lift,Landmarks,type_of_building,desc,Price_sqft
3670,7500000,"near Gurudwara, Prem Nagar, Tilak Nagar metro station, New Delhi, Tilak Nagar, New Delhi - West, Delhi NCR",900,28.63478279,77.04907227,2,2,2,Ready to Move,New Property,,Semi-Furnished,1,Near chhoti sabji mandi,Individual House,"
",8333.333333
3676,6000000,"Jeevan Park, New Delhi - West, Delhi NCR",900,28.61809921,77.0723877,3,3,2,Ready to Move,Resale,,Furnished,,,Flat,"
",6666.666667
3678,5200000,"New Uttam Nagar, New Delhi - West, Delhi NCR",1100,28.61633873,77.06330109,3,2,1,Ready to Move,New Property,,Semi-Furnished,,,Flat,"


                                3 1 Spacious builder floor with 1 common and 1 Attach washroom, Modular kitchen  With lift 1, Car and 1 Bike parking Amenities 1- roof right 2-Personal Gym on roof 3-Store on Roof 4- 30 feet Front road 5- Dwarka water supply with Sperate water tanks 6 intercom facility 7 connectivity nearest Metro station Uttam Nagar east and west   Items included 3 Window and 1 Split Ac, Fans in all three rooms, 2 Almirah, 1 Dining table, 7 Seater sofa, curtains in all three rooms, 1 Tv unit, 1 Inverter, Genuine buyers can contact price is bit Negotiable.
                            
more

",4727.272727
3679,4000000,"Jharoda Majra Burari, New Delhi - North, Delhi NCR",1000,28.7282077,77.2094895,2,2,2,Ready to Move,Resale,1,Semi-Furnished,,,Flat,"
                    
                    
                    
                        It's a 2nd floor Builder Floor Apartment in a building of total 4 floors. It is a relatively new property with construction age less than 5 yrs. 
                    
                ",4000
3683,2800000,"Devli Extention, New Delhi - South, Delhi NCR",650,28.5059108,77.2370357,2,2,,Ready to Move,Resale,,Furnished,,,Flat,"
",4307.692308
3693,13900000,"Sector 16B Dwarka, New Delhi - Dwarka, Delhi NCR",1409,28.60501671,77.01670074,2,2,3,Ready to Move,Resale,,Unfurnished,,,Flat,"
                    
                    
                    
                       Multistorey apartment is available for sale. It is a good location property. Please contact for more details.
                    
                ",9865.15259
3702,6000000,"New Moti Nagar, New Delhi - West, Delhi NCR",900,28.6621682,77.144011,2,2,,Ready to Move,Resale,1,Semi-Furnished,,,Individual House,"
",6666.666667
3707,3400000,"Pratap Nagar, New Delhi - East, Delhi NCR",700,28.6056825,77.2942836,2,2,,Ready to Move,Resale,,Furnished,,,Flat,"
",4857.142857
3711,4200000,"Vipin Garden, New Delhi - West, Delhi NCR",1070,28.62132072,77.02810669,3,2,,Ready to Move,Resale,1,Semi-Furnished,,,Individual House,"


                                Address Vipin Garden, Delhi West, Delhi  NCRIndependentbuilder floor 3 side open is available for sale. It has good design of 3 bedrooms. NonStop water supply in 2 bathrooms .It has been semiFurnished. Situated in vipin garden. Area of the construction is 1070.00 sq.Ft.Builtup area it has been priced at rs 4800000. Located on 3rd floor out of 4. Construction ages only 510 years old property roof rights are there. 10 min walk to dwarka mor metro.Additional details The house has a 2 dedicated water tanks.The house has river water.
                            
more

",3925.233645
3712,3100000,"Palam Colony, New Delhi - Dwarka, Delhi NCR",850,28.5922719,77.0836826,2,2,1,Ready to Move,Resale,2,Semi-Furnished,,,Flat,"
",3647.058824
3713,12000000,"Pocket-A, Mayur Vihar 2, New Delhi - East, Delhi NCR",1600,28.61791664,77.298994,3,2,2,Ready to Move,Resale,,,,,Individual House,"


                                It is a top floor apartment located in one of the best location in the area. There are 1 room and living room on the 3rd floor and 2 rooms and a store room on the 4th floor with a terrace garden and a 2 balconies. Open kitchen and 2 attached bathrooms 1 toilet separately. Fully furnished and well maintained house with an open kitchen and modular kitchen and wood work. Self sufficient market at a stone throw away distance from the house. Visit it to believe it!
                            
more

",7500
3719,7500000,"wz 254, street no.9, lajwanti garden, Lajwanti Garden, New Delhi - West, Delhi NCR",1000,28.6127935,77.107449,3,2,1,Ready to Move,Resale,1,Semi-Furnished,,,Flat,"
",7500
3725,17800000,"Sidhartha Extention, New Delhi 110014, Sidhartha Extention, New Delhi - South, Delhi NCR",2300,28.57868004,77.25524902,4,2,2,Ready to Move,Resale,2,Semi-Furnished,0,,Flat,"


                                Sited in the best society of ""Siddhartha Extension Pocket B"", this super spacious 4 BHK flat is available for sale. Located in Maharani Bagh, New Delhi, this flat with excellent connectivity to all the parts of the city promises you a comfortable life with your family.Property Specifications Conveniently positioned on the 2nd floor of a 3 floor multi-storied building, this north- east facing flat is benefited with freehold ownership rights. Semi- furnished, this flat comprises 4 bedrooms furnished with wardrobes and beds, 2 bathrooms, 2 balconies, a spacious living cum dining room and a well configured kitchen with storage cabinets.The bathrooms here are designed in western manner, of which one is available for common use and the other one is attached to one of the bedrooms. There are geysers installed in all the bathrooms for hot water at any given point. Additionally, the living cum dining area is furnished with a showcase. Further, of the 2 balconies, one is attached to the hall and the other one is commonly attached to two of the bedrooms. The flooring is done with vitrified tiles in the entire flat making it look simple yet elegant. In addition to this, a servant room with an attached western style bathroom is present on the ground floor.Facilities Various facilities provided by the Siddhartha Extension Pocket B are 24 hours water supply, 100%power backup and 2 open parking spaces to comfortably place your vehicles. Prioritizing safety, there is a security guard appointed for 24 hours and also CCTV cameras are installed for the same.  LocalityLocated in a prime location, this premium flat has easy access to all the facilities in the near vicinity and also enjoys good connectivity to the other parts of the city. There is a metro station located at a distance of 1kms from this society to make it easy for the residents to travel. Transportation facilities such as buses, taxis and autos are easily accessible from this locality. Reputed schools, hospitals, banks and ATM centres are also available close by.
                            
more

",7739.130435
3734,6000000,"Patel Nagar West, New Delhi - West, Delhi NCR",1000,28.65242958,77.1643219,2,2,,Ready to Move,Resale,,Semi-Furnished,,,Flat,"
                    
                    
                    
                       Builder floor apartment is available for sale. It is a good location property. Please contact for more details.
                    
                ",6000
3753,14000000,"South Extension 1, New Delhi - South, Delhi NCR",1350,28.57287598,77.2229538,3,2,1,Ready to Move,New Property,,Semi-Furnished,,near Brightland school,Flat,"
",10370.37037
3756,7500000,"Shahdara, New Delhi - East, Delhi NCR",1250,28.6824955,77.2671263,3,2,,Ready to Move,Resale,,Semi-Furnished,,,Flat,"
                    
                    
                    
                        This Builder Floor Apartment is located at 4th floor in a building of total 4 floors. Prime facilities are easily accessible from this place with Shahdara Railway Station (0 km ). Other key neighbourhood are Bishan Swarup Hospital (0 km ). 
                    
                ",6000
3759,9000000,"Karkardooma, New Delhi, Karkardooma, New Delhi - East, Delhi NCR",1500,28.6518095,77.3039085,3,3,3,Ready to Move,Resale,1,,1,Very close to Metro station and a good neighbourhood  market,Flat,"
                    
                    
                    
                       Well made wooden cupboards in rooms and kitchen. Modern fittings in the bathrooms
                    
                ",6000
3764,4100000,"Malviya Nagar, New Delhi - South, Delhi NCR",855,28.5348305,77.2097741,2,2,,Ready to Move,Resale,,Furnished,,,Flat,"
",4795.321637
3775,15000000,"E-209, street no. 2, Pandav Nagar, New Delhi - East, Delhi NCR",540,28.610933,77.2739145,4,4,4,Ready to Move,Resale,2,Unfurnished,,This property is near to metro station Mayur Vihar Ph-1,Individual House,"


                                Fully buildup house from ground to top, southwest facing, 12 years old contraction, semifurnished, all bad room are with attached bathroom, two kitchen one is in ground floor and other is in 2nd floor, all floors has white marble flooring, 24 hr. water and electricity supply, Near Mayur Vihar 1 Metro station, next to NH 24, way 5Min to Akshardham Mandir, over all good property with good location
                            
more

",27777.77778
